Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
1006,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CCOC(C)=O,333.0,489.0,2.55,0.183,,,,,80.6,452.55956,http://dx.doi.org/10.1016/j.dyepig.2016.07.096
1007,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CO,332.0,489.0,1.13,0.116,,,,,105.9,452.55956,http://dx.doi.org/10.1016/j.dyepig.2016.07.097
1008,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CC#N,343.0,505.0,3.56,0.191,,,,,102.7,452.55956,http://dx.doi.org/10.1016/j.dyepig.2016.07.098
1009,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CS(C)=O,344.0,516.0,1.79,0.214,,,,,119.1,452.55956,http://dx.doi.org/10.1016/j.dyepig.2016.07.099
1010,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CCCCCC,369.0,455.0,1.07,0.209,,,,,63.7,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.100
1011,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,Cc1ccccc1,368.0,474.0,1.48,0.427,,,,,64.5,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.101
1012,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,ClCCl,363.0,493.0,1.53,0.842,,,,,73.4,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.102
1013,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,C1CCOC1,364.0,499.0,3.19,0.74,,,,,71.5,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.103
1014,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CCOC(C)=O,358.0,494.0,2.74,0.565,,,,,73.4,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.104
1015,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CO,360.0,525.0,1.77,0.148,,,,,102.1,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.105
1016,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CC#N,360.0,525.0,3.77,0.339,,,,,96.2,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.106
1017,CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CS(C)=O,375.0,541.0,2.42,0.47,,,,,97.6,480.61332,http://dx.doi.org/10.1016/j.dyepig.2016.07.107
1018,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,CCCCCC,350.0,413.0,0.64,0.3,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.108
1019,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,Cc1ccccc1,343.0,443.0,0.88,0.014,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.109
1020,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,ClCCl,345.0,475.0,1.46,0.292,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.110
1021,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,C1CCOC1,331.0,469.0,1.36,0.043,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.111
1022,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,CCOC(C)=O,329.0,452.0,1.11,0.015,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.112
1023,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,CO,333.0,475.0,0.84,0.01,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.113
1024,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,CC#N,349.0,525.0,1.11,0.039,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.114
1025,N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,CS(C)=O,360.0,510.0,1.24,0.073,,,,,,454.48792,http://dx.doi.org/10.1016/j.dyepig.2016.07.115
1026,C=CC1CN2CCC1CC2[C@H](O)c1ccnc2ccc(OC)cc12,O,347.0,451.0,,0.546,,,,,,324.42256,doi:10.1351/PAC-REP-10-09-31
1029,[NH3+]C(Cc1ccccc1)C(=O)[O-],O,258.0,280.0,,0.022,,,,,,165.19134,doi:10.1351/PAC-REP-10-09-31
1030,c1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,348.0,404.04,,0.1666,4.056180423,,,,,220.27428,https://doi.org/10.1016/j.jlumin.2018.12.059
1031,Cc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,350.0,417.9,,0.1554,3.270212855,,,,,234.30116,https://doi.org/10.1016/j.jlumin.2018.12.059
1032,CCc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,350.0,418.35,,0.1595,3.850891184,,,,,248.32804,https://doi.org/10.1016/j.jlumin.2018.12.059
1033,COc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,353.0,445.77,,0.1246,3.967079734,,,,,250.30016,https://doi.org/10.1016/j.jlumin.2018.12.059
1034,Clc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,347.0,400.68,,0.1622,4.110926242,,,,,254.71934,https://doi.org/10.1016/j.jlumin.2018.12.059
1035,Fc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,348.0,405.14,,0.1525,3.980185237,,,,,238.26434,https://doi.org/10.1016/j.jlumin.2018.12.059
1036,Brc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,347.0,398.89,,0.0499,4.030275803,,,,,299.17034,https://doi.org/10.1016/j.jlumin.2018.12.059
1037,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,373.0,423.15,,0.0001,4.501511132,,,,,265.27134,https://doi.org/10.1016/j.jlumin.2018.12.059
1038,Oc1ccc(Nc2ccc3ccccc3n2)cc1,Cc1ccccc1,354.0,446.54,,0.0965,2.915399835,,,,,236.27328,https://doi.org/10.1016/j.jlumin.2018.12.059
1039,c1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,349.0,415.28,,0.1221,3.964683815,,,,69.5,220.27428,https://doi.org/10.1016/j.jlumin.2018.12.059
1040,Cc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,353.0,429.19,,0.1062,3.941610802,,,,87.8,234.30116,https://doi.org/10.1016/j.jlumin.2018.12.059
1041,CCc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,353.0,429.67,,0.1022,4.248046869,,,,87.8,248.32804,https://doi.org/10.1016/j.jlumin.2018.12.059
1042,COc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,358.0,472.8,,0.0111,4.016615548,,,,111.6,250.30016,https://doi.org/10.1016/j.jlumin.2018.12.059
1043,Clc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,347.0,410.37,,0.1272,3.581835924,,,,65.9,254.71934,https://doi.org/10.1016/j.jlumin.2018.12.059
1044,Fc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,349.0,418.9,,0.0765,4.001517377,,,,72.3,238.26434,https://doi.org/10.1016/j.jlumin.2018.12.059
1045,Brc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,347.0,409.37,,0.0346,4.087958789,,,,65.9,299.17034,https://doi.org/10.1016/j.jlumin.2018.12.059
1046,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,379.0,431.96,,0.0012,4.078819183,,,,80.8,265.27134,https://doi.org/10.1016/j.jlumin.2018.12.059
1047,Oc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(C)=O,359.0,427.62,,0.0056,4.009280884,,,,,236.27328,https://doi.org/10.1016/j.jlumin.2018.12.059
1048,c1ccc(Nc2ccc3ccccc3n2)cc1,CCO,350.0,453.13,,0.0125,4.048208667,,,,,220.27428,https://doi.org/10.1016/j.jlumin.2018.12.059
1049,Cc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,355.0,443.0,,0.0072,3.740599513,,,,,234.30116,https://doi.org/10.1016/j.jlumin.2018.12.059
1050,CCc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,354.0,474.01,,0.0043,4.127234419,,,,,248.32804,https://doi.org/10.1016/j.jlumin.2018.12.059
1051,COc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,358.0,409.74,,0.0008,4.08174325,,,,,250.30016,https://doi.org/10.1016/j.jlumin.2018.12.059
1052,Clc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,350.0,442.99,,0.0189,3.730701544,,,,,254.71934,https://doi.org/10.1016/j.jlumin.2018.12.059
1053,Fc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,350.0,458.86,,0.0251,3.206556044,,,,,238.26434,https://doi.org/10.1016/j.jlumin.2018.12.059
1054,Brc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,351.0,444.13,,0.0163,4.215346703,,,,,299.17034,https://doi.org/10.1016/j.jlumin.2018.12.059
1055,O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1,CCO,385.0,438.14,,0.0007,4.474463945,,,,,265.27134,https://doi.org/10.1016/j.jlumin.2018.12.059
1056,Oc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,361.0,416.0,,0.0002,3.791339704,,,,,236.27328,https://doi.org/10.1016/j.jlumin.2018.12.059
1058,O=C(O)c1ccccc1,O,266.0,315.0,,0.001,3.890532792,,,,44.6,122.12264,doi: 10.3389/fmars.2015.00098
1059,COc1cc(C(=O)O)ccc1O,O,285.0,325.0,,0.03,3.945271582,,,,44.6,168.14752,doi: 10.3389/fmars.2015.00098
1060,COc1cc(C(=O)O)cc(OC)c1O,O,260.0,333.0,,0.009,4.163668154,,,,51.7,198.1734,doi: 10.3389/fmars.2015.00098
1061,COc1cc(/C=C/CO)ccc1O,O,295.0,338.0,,0.1,4.073864923,,,,45.8,180.20228,doi: 10.3389/fmars.2015.00098
1062,O=C(O)c1ccccc1O,O,295.0,407.0,,0.35,3.539577883,,,32.9,66.9,138.12164,doi: 10.3389/fmars.2015.00098
1063,COc1cc(/C=C/C(=O)O)ccc1O,O,287.0,413.0,,0.002,4.150664354,,,69.9,83.4,194.1854,doi: 10.3389/fmars.2015.00098
1064,O=C(O)c1cc(O)c(O)c(O)c1,O,258.0,341.0,,0.006,3.918187661,,,,60.5,170.11964,doi: 10.3389/fmars.2015.00098
1065,Cc1ccc(O)cc1,O,276.0,307.0,,0.11,3.285557309,,,23.5,36.4,108.13952,doi: 10.3389/fmars.2015.00098
1066,[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],O,274.0,304.0,3.27,0.13,3.08170727,,,23.5,31.1,181.19034,doi: 10.3389/fmars.2015.00098
1067,[NH3+]C(Cc1ccc(O)c(O)c1)C(=O)[O-],O,278.0,318.0,,0.075,3.360971884,,,25.3,44.6,197.18934,doi: 10.3389/fmars.2015.00098
1068,c1ccc2[nH]ccc2c1,O,269.0,340.0,,0.93,3.718916686,,,40.5,58.1,117.15058,doi: 10.3389/fmars.2015.00098
1069,[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],O,277.0,350.0,,0.15,3.729002709,,,37.0,65.2,204.22828,doi: 10.3389/fmars.2015.00098
1070,O=c1ccc2ccccc2o1,O,306.0,385.0,,0.001,3.728921646,,,70.5,100.4,146.14464,doi: 10.3389/fmars.2015.00098
1071,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,ClC(Cl)Cl,421.0,535.0,220.0,0.27,,,,,,1117.4094,https://doi.org/10.1016/j.jlumin.2017.05.037
1080,CCN(CC)c1ccc2cc3c(cc2c1)C1(c2ccccc2Oc2ccccc21)c1cc2cc(N(CC)CC)ccc2cc1C3=O,CC#N,452.0,552.0,2.5,0.5,,,,59.0,94.3,602.77572,https://doi.org/10.1016/j.cclet.2018.08.008
1081,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CS(C)=O,365.0,480.0,,0.47,4.404833717,,,,95.0,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1082,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CN(C)C=O,362.0,473.0,,0.36,4.342422681,,,,79.2,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1083,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CCO,359.0,500.0,,0.15,4.283753383,,,,84.5,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1084,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CO,357.0,510.0,,0.24,4.351409752,,,,90.6,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1085,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CCCO,360.0,495.0,,0.37,4.246990699,,,,81.0,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1086,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,ClC(Cl)Cl,355.0,462.0,,0.053,4.289142836,,,,71.7,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1087,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,ClCCl,353.0,460.0,,0.037,4.283301229,,,,73.3,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1088,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CC#N,352.0,436.0,,0.28,4.352953912,,,,72.4,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1089,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,C1COCCO1,354.0,425.0,,0.072,4.2929203,,,,88.1,284.31004,http://dx.doi.org/10.1016/j.molstruc.2016.08.081
1091,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,428.0,512.0,2.3,0.003,4.1,,,,,661.82142,doi:10.3390/chemosensors6030026
1092,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CCO,433.0,525.0,3.65,0.048,4.1,,,,,661.82142,doi:10.3390/chemosensors6030026
1093,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CC#N,445.0,542.0,2.7,0.003,4.12,,,,,661.82142,doi:10.3390/chemosensors6030026
1094,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CS(C)=O,449.0,547.0,4.03,0.01,4.06,,,,,661.82142,doi:10.3390/chemosensors6030026
1095,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,431.0,518.0,2.49,0.006,4.01,,,,,667.77678,doi:10.3390/chemosensors6030026
1096,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CCO,435.0,516.0,3.29,0.043,3.89,,,,,667.77678,doi:10.3390/chemosensors6030026
1097,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CC#N,431.0,521.0,2.97,0.004,4.01,,,,,667.77678,doi:10.3390/chemosensors6030026
1098,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CS(C)=O,457.0,549.0,4.06,0.025,4.04,,,,,667.77678,doi:10.3390/chemosensors6030026
1099,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CCO,543.0,572.0,2.92,0.71,,,,,,499.67266,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1100,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CCO,541.0,571.0,2.94,0.69,,,,,,471.6189,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1101,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,552.0,578.0,2.96,0.68,,,,,,557.66626,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1102,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,539.0,571.0,2.96,0.66,,,,36.7,36.9,442.5572,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1103,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,556.0,581.0,3.0,0.66,,,,31.4,32.5,558.6742,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1104,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CCO,527.0,552.0,3.96,0.95,,,,33.6,40.4,443.56514,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1105,COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CCO,506.0,529.0,3.99,0.88,,,,30.9,36.1,345.37698,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1106,Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CCO,499.0,525.0,4.0,0.88,,,,35.6,34.0,330.34216,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1107,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,564.0,593.0,4.74,0.98,,,,37.3,36.1,490.6012,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1108,CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,526.0,557.0,3.89,0.95,,,,,,323.45838,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1109,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,558.0,584.0,1.67,0.3,,,,,,499.67266,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1110,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,552.0,581.0,1.74,0.34,,,,,,471.6189,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1111,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,562.0,588.0,1.49,0.3,,,,,,557.66626,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1112,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554.0,580.0,1.75,0.36,,,,,,442.5572,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1113,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554.0,591.0,1.78,0.36,,,,,,558.6742,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1114,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,O,525.0,554.0,4.22,0.95,,,,,,443.56514,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1115,COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,O,497.0,527.0,4.2,0.89,,,,,,345.37698,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1116,Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,O,497.0,523.0,4.28,0.85,,,,,,330.34216,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1117,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,575.0,604.0,4.91,0.99,,,,,,490.6012,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1118,CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,O,550.0,555.0,4.07,0.94,,,,,,323.45838,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1119,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CC#N,555.0,581.0,1.61,0.36,,,,,,499.67266,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1120,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CC#N,555.0,581.0,1.69,0.39,,,,,,471.6189,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1121,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,548.0,573.0,2.46,0.52,,,,,,557.66626,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1122,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,555.0,579.0,1.74,0.4,,,,,,442.5572,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1123,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,551.0,575.0,2.47,0.58,,,,,,558.6742,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1124,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CC#N,524.0,552.0,4.18,0.94,,,,,,443.56514,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1125,COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CC#N,500.0,525.0,4.1,1.0,,,,,,345.37698,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1126,Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CC#N,500.0,523.0,4.03,0.95,,,,,,330.34216,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1127,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,577.0,603.0,5.25,1.0,,,,,,490.6012,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1128,CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,525.0,549.0,4.18,0.85,,,,,,323.45838,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1129,CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,562.0,588.0,1.92,0.35,,,,,,499.67266,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1130,CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,CN(C)C=O,560.0,585.0,2.16,0.39,,,,,,471.6189,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1131,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,552.0,574.0,2.84,0.51,,,,,,557.66626,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1132,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,560.0,588.0,2.33,0.42,,,,,,442.5572,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1133,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,554.0,576.0,2.91,0.54,,,,,,558.6742,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1134,CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,CN(C)C=O,534.0,532.0,3.86,0.75,,,,,,443.56514,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1135,COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CN(C)C=O,515.0,538.0,3.74,0.74,,,,,,345.37698,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1136,Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CN(C)C=O,515.0,536.0,3.68,0.84,,,,,,330.34216,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1137,O=C([O-])c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CN(C)C=O,580.0,608.0,4.78,1.0,,,,,,490.6012,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
1138,CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,535.0,532.0,3.87,0.74,,,,,,323.45838,http://dx.doi.org/10.1016/j.jlumin.2013.07.066
